experiment,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9
tuning_trec_sds2_a0.5_l10_k1_r0.02,14098,27299,40567,40930,40827,40783,40744,40830,40794,40806
tuning_trec_sds2_a0.5_l1_k0.1_r0.01,14118,27366,27495,27728,27541,27519,27465,27488,27424,27410
tuning_trec_sds2_a0.5_l1_k0.1_r0.02,14065,27275,40459,40754,40721,40719,40672,40783,40751,40795
tuning_trec_sds2_a0.5_l1_k1_r0.01,14059,27300,27514,27707,27491,27418,27391,27486,27447,27417
tuning_trec_sds2_a0.5_l1_k1_r0.02,14092,27295,40501,40830,40722,40708,40666,40799,40618,40758
tuning_trec_sds2_a0.75_l0.1_k0.1_r0.01,14043,27260,27514,27633,27476,27409,27345,27474,27635,27435
tuning_trec_sds2_a0.75_l0.1_k0.1_r0.02,14071,27311,40562,40906,40759,40828,40712,40796,40730,40794
tuning_trec_sds2_a0.75_l0.1_k1_r0.01,14105,27266,27549,27720,27654,27418,27396,27463,27408,27438
tuning_trec_sds2_a0.75_l0.1_k1_r0.02,14072,27297,40500,40845,40741,40699,40749,40830,40770,40808
tuning_trec_sds2_a0.75_l10_k0.1_r0.01,14103,27340,27597,27766,27508,27482,27426,27495,27448,27420
tuning_trec_sds2_a0.75_l10_k0.1_r0.02,14079,27326,40523,40864,40744,40722,40659,40803,40729,40743
tuning_trec_sds2_a0.75_l10_k1_r0.01,14093,27319,27545,27738,27497,27528,27435,27487,27490,27426
tuning_trec_sds2_a0.75_l10_k1_r0.02,14089,27308,40533,40830,40790,40752,40715,40839,40790,40816
tuning_trec_sds2_a0.75_l1_k0.1_r0.01,14105,27322,27555,27671,27447,27425,27381,27476,27438,27436
tuning_trec_sds2_a0.75_l1_k0.1_r0.02,14061,27275,40447,40764,40729,40694,40694,40761,40696,40689
tuning_trec_sds2_a0.75_l1_k1_r0.01,14070,27358,27589,27741,27553,27535,27475,27552,27454,27476
tuning_trec_sds2_a0.75_l1_k1_r0.02,14136,27341,40602,40923,40821,40723,40678,40778,40671,40755
