experiment,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9
tuning_agnews_der_a0.1_b0.75_r0.01,6,28332,27456,27207,26940,26654,26466,26106,25807,25529
tuning_agnews_der_a0.1_b0.75_r0.02,5,27980,27754,27501,27164,26934,26650,26422,26047,25825
tuning_agnews_der_a0.1_b1_r0.01,5,27717,27507,27247,27006,26780,26406,26158,25881,25601
tuning_agnews_der_a0.1_b1_r0.02,5,27783,27504,27249,26970,26656,26357,26097,25808,25486
tuning_agnews_der_a0.25_b0.75_r0.01,5,27579,27287,27048,26819,26490,26238,25919,25658,25395
tuning_agnews_der_a0.25_b0.75_r0.02,5,27674,27384,27119,26949,26628,26347,26031,25797,25551
tuning_agnews_der_a0.25_b1_r0.01,5,27696,27556,27200,27001,26810,26430,26083,25841,25568
tuning_agnews_der_a0.25_b1_r0.02,5,27620,27279,27088,26695,26446,26191,25921,25629,25402
tuning_agnews_der_a0.5_b0.75_r0.01,5,27737,27441,27217,26983,26634,26525,26139,25848,25714
tuning_agnews_der_a0.5_b0.75_r0.02,5,27720,27449,27189,26933,26603,26325,26096,25810,25515
tuning_agnews_der_a0.5_b1_r0.01,5,27576,27328,26993,26692,26470,26177,25854,25600,25320
tuning_agnews_der_a0.5_b1_r0.02,5,27474,27255,27001,26871,26526,26183,25962,25693,25432
tuning_agnews_der_a0.75_b0.75_r0.01,5,27699,27480,27175,26894,26634,26327,26049,25778,25504
tuning_agnews_der_a0.75_b0.75_r0.02,8,27539,27265,26966,26702,26434,26141,25889,25585,25365
tuning_agnews_der_a0.75_b1_r0.01,5,27621,27370,27109,26951,26634,26340,26063,25724,25489
tuning_agnews_der_a0.75_b1_r0.02,5,27746,27617,27334,26963,26719,26435,26168,25956,25593
tuning_agnews_sd_a0.1_r0.01,5,27529,27285,27033,26828,26500,26260,25932,25719,25383
tuning_agnews_sd_a0.1_r0.02,6,28071,27468,27210,26958,26729,26370,26096,25832,25508
tuning_agnews_sd_a0.25_r0.01,5,27439,27252,27051,26708,26396,26159,25899,25567,25305
tuning_agnews_sd_a0.25_r0.02,5,27508,27263,27028,26755,26449,26203,25964,25674,25452
tuning_agnews_sd_a0.5_r0.01,4,27573,27341,27151,26743,26458,26210,25940,25682,25383
tuning_agnews_sd_a0.5_r0.02,5,28001,27705,27453,27142,26874,26642,26353,26098,25807
tuning_agnews_sd_a0.75_r0.01,5,27819,27637,27353,27074,26835,26550,26242,25931,25689
tuning_agnews_sd_a0.75_r0.02,5,27567,27343,27197,26789,26506,26220,25957,25677,25401
tuning_agnews_sds2_a0.1_l0.1_k0.1_r0.01,5,27536,27303,27042,26756,26514,26249,26051,25725,25434
tuning_agnews_sds2_a0.1_l0.1_k0.1_r0.02,5,27569,27367,27110,26782,26594,26192,26013,25628,25382
tuning_agnews_sds2_a0.1_l0.1_k1_r0.01,5,27700,27478,27541,26778,26559,26370,26071,25810,25436
tuning_agnews_sds2_a0.1_l0.1_k1_r0.02,5,27503,27292,27011,26780,26524,26264,25964,25659,25424
tuning_agnews_sds2_a0.1_l10_k0.1_r0.01,5,27695,27333,27041,26709,26427,26252,26005,25591,25332
tuning_agnews_sds2_a0.1_l10_k0.1_r0.02,5,27541,27315,27139,26811,26535,26322,25979,25749,25509
tuning_agnews_sds2_a0.1_l10_k1_r0.01,5,27610,27346,27041,26807,26542,26238,25963,25661,25370
tuning_agnews_sds2_a0.1_l10_k1_r0.02,5,27609,27291,27039,26771,26464,26181,25992,25651,25622
tuning_agnews_sds2_a0.1_l1_k0.1_r0.01,4,27530,27321,27002,26732,26617,26253,25992,25703,25459
tuning_agnews_sds2_a0.1_l1_k0.1_r0.02,5,27706,27393,27134,26819,26637,26246,25962,25694,25441
tuning_agnews_sds2_a0.1_l1_k1_r0.01,5,27603,27369,27203,26829,26542,26246,25949,25683,25451
tuning_agnews_sds2_a0.1_l1_k1_r0.02,4,27560,27375,27098,26841,26561,26309,26156,25785,25445
tuning_agnews_sds2_a0.25_l0.1_k0.1_r0.01,5,27544,27293,27013,26755,26446,26211,25934,25634,25386
tuning_agnews_sds2_a0.25_l0.1_k0.1_r0.02,5,27566,27327,27121,26771,26511,26261,26006,25763,25480
tuning_agnews_sds2_a0.25_l0.1_k1_r0.01,5,27556,27425,27143,26770,26523,26343,25946,25652,25464
tuning_agnews_sds2_a0.25_l0.1_k1_r0.02,5,27593,27210,27050,26686,26418,26153,25863,25563,25303
tuning_agnews_sds2_a0.25_l10_k0.1_r0.01,5,27562,27405,27034,26817,26566,26237,25974,25745,25495
tuning_agnews_sds2_a0.25_l10_k0.1_r0.02,5,27694,27344,27060,26881,26500,26178,25929,25726,25333
tuning_agnews_sds2_a0.25_l10_k1_r0.01,5,27578,27312,26997,26716,26507,26201,25904,25584,25326
tuning_agnews_sds2_a0.25_l10_k1_r0.02,5,27546,27334,27108,26825,26546,26302,25984,25748,25459
tuning_agnews_sds2_a0.25_l1_k0.1_r0.01,5,27548,27287,27070,26757,26480,26154,26032,25746,25389
tuning_agnews_sds2_a0.25_l1_k0.1_r0.02,5,27538,27342,27173,26894,26514,26244,25933,25805,25427
tuning_agnews_sds2_a0.25_l1_k1_r0.01,5,27572,27349,27154,26820,26598,26329,25982,25843,25481
tuning_agnews_sds2_a0.25_l1_k1_r0.02,5,27554,27327,27043,26883,26428,26204,25920,25610,25473
tuning_agnews_sds2_a0.5_l0.1_k0.1_r0.01,4,27567,27299,27070,26800,26502,26292,26019,25750,25442
tuning_agnews_sds2_a0.5_l0.1_k0.1_r0.02,5,27677,27353,27092,26864,26501,26340,25919,25625,25371
tuning_agnews_sds2_a0.5_l0.1_k1_r0.01,5,27547,27321,27065,26876,26459,26188,25902,25627,25403
tuning_agnews_sds2_a0.5_l0.1_k1_r0.02,4,27468,27265,26983,26800,26435,26181,25878,25667,25523
tuning_agnews_sds2_a0.5_l10_k0.1_r0.01,5,27814,27588,27215,27012,26594,26345,26064,25739,25459
tuning_agnews_sds2_a0.5_l10_k0.1_r0.02,5,27532,27308,27037,26754,26428,26164,25911,25597,25378
tuning_agnews_sds2_a0.5_l10_k1_r0.01,5,27590,27303,27158,26795,26531,26259,25996,25696,25404
tuning_agnews_sds2_a0.5_l10_k1_r0.02,5,27582,27322,27158,26832,26566,26411,25995,25694,25440
tuning_agnews_sds2_a0.5_l1_k0.1_r0.01,5,27848,27513,27200,27065,26634,26370,26132,25800,25608
tuning_agnews_sds2_a0.5_l1_k0.1_r0.02,5,27711,27485,27051,26813,26539,26237,25991,25731,25446
tuning_agnews_sds2_a0.5_l1_k1_r0.01,5,27743,27513,27240,27004,26731,26424,26149,25866,25570
tuning_agnews_sds2_a0.5_l1_k1_r0.02,5,27767,27629,27139,26951,26560,26280,26051,25689,25715
tuning_agnews_sds2_a0.75_l0.1_k0.1_r0.01,5,27749,27511,27226,26961,26646,26372,26221,25852,25553
tuning_agnews_sds2_a0.75_l0.1_k0.1_r0.02,5,27737,27516,27113,26856,26618,26342,26146,25767,25477
tuning_agnews_sds2_a0.75_l0.1_k1_r0.01,5,27780,27636,27387,26962,26665,26417,26153,25962,25669
tuning_agnews_sds2_a0.75_l0.1_k1_r0.02,5,27824,27494,27063,26786,26543,26218,25996,25720,25433
tuning_agnews_sds2_a0.75_l10_k0.1_r0.01,4,27824,27524,27199,26959,26696,26458,26122,25975,25691
tuning_agnews_sds2_a0.75_l10_k0.1_r0.02,5,27818,27587,27306,26906,26592,26366,26128,25751,25462
tuning_agnews_sds2_a0.75_l10_k1_r0.01,5,27751,27510,27207,27017,26640,26412,26127,25831,25556
tuning_agnews_sds2_a0.75_l10_k1_r0.02,4,27739,27467,27063,26780,26540,26273,25992,25756,25484
tuning_agnews_sds2_a0.75_l1_k0.1_r0.01,5,27874,27556,27303,27042,26720,26448,26266,25841,25577
tuning_agnews_sds2_a0.75_l1_k0.1_r0.02,5,27749,27477,27112,26816,26532,26263,26004,25679,25443
tuning_agnews_sds2_a0.75_l1_k1_r0.01,5,27822,27509,27233,26923,26685,26367,26140,25811,25551
tuning_agnews_sds2_a0.75_l1_k1_r0.02,5,27692,27480,27247,26838,26549,26331,26131,25751,25526
